timestamp,open,high,low,close,volume,vwap,transactions
1970-01-01 00:00:00.184410000,185.2709,184.41,185.01,186.1,577495,1687233600000,184.41
1970-01-01 00:00:00.182590100,184.0809,184.9,183.96,185.41,520855,1687320000000,182.5901
1970-01-01 00:00:00.183670000,186.1166,183.74,187.0,187.045,563076,1687406400000,183.67
1970-01-01 00:00:00.185010000,186.4952,185.55,186.68,187.56,539704,1687492800000,185.01
1970-01-01 00:00:00.185230000,186.3292,186.83,185.27,188.05,584497,1687752000000,185.23
1970-01-01 00:00:00.185670000,187.4998,185.89,188.06,188.39,511866,1687838400000,185.67
1970-01-01 00:00:00.187600000,188.8916,187.93,189.25,189.9,559145,1687924800000,187.6
1970-01-01 00:00:00.188940000,189.5561,189.08,189.59,190.07,525367,1688011200000,188.94
1970-01-01 00:00:00.191260000,193.102,191.63,193.97,194.48,774380,1688097600000,191.26
1970-01-01 00:00:00.191760000,192.6624,193.78,192.46,193.88,500175,1688356800000,191.76
1970-01-01 00:00:00.190620000,191.5803,191.565,191.33,192.98,560170,1688529600000,190.62
1970-01-01 00:00:00.189200000,190.8214,189.84,191.81,192.02,562755,1688616000000,189.2
1970-01-01 00:00:00.190240000,191.4218,191.41,190.68,192.67,538826,1688702400000,190.24
1970-01-01 00:00:00.187035000,188.3628,189.26,188.61,189.99,736912,1688961600000,187.035
1970-01-01 00:00:00.186600000,187.8219,189.16,188.08,189.3,577717,1689048000000,186.6
1970-01-01 00:00:00.188470000,189.9586,189.68,189.77,191.7,652126,1689134400000,188.47
1970-01-01 00:00:00.189780000,190.565,190.5,190.54,191.19,467952,1689220800000,189.78
1970-01-01 00:00:00.189630000,190.4662,190.23,190.69,191.1799,513233,1689307200000,189.63
1970-01-01 00:00:00.191810000,193.2997,191.9,193.99,194.32,602852,1689566400000,191.81
1970-01-01 00:00:00.192415000,193.3846,193.35,193.73,194.33,544605,1689652800000,192.415
1970-01-01 00:00:00.192650000,194.9188,193.1,195.1,198.23,776766,1689739200000,192.65
1970-01-01 00:00:00.192495000,194.276,195.09,193.13,196.47,639817,1689825600000,192.495
1970-01-01 00:00:00.191230000,192.5948,194.1,191.94,194.97,580360,1689912000000,191.23
1970-01-01 00:00:00.192250000,193.2018,193.41,192.75,194.91,525853,1690171200000,192.25
1970-01-01 00:00:00.192915000,193.804,193.33,193.62,194.44,445394,1690257600000,192.915
1970-01-01 00:00:00.193320000,194.3737,193.67,194.5,195.64,502309,1690344000000,193.32
1970-01-01 00:00:00.192550000,194.8773,196.02,193.22,197.2,570472,1690430400000,192.55
1970-01-01 00:00:00.194140000,195.8075,194.67,195.83,196.626,519151,1690516800000,194.14
1970-01-01 00:00:00.195260000,196.1507,196.06,196.45,196.49,530506,1690776000000,195.26
1970-01-01 00:00:00.195280000,195.8486,196.235,195.605,196.73,477616,1690862400000,195.28
1970-01-01 00:00:00.191850700,192.9395,195.04,192.58,195.18,620582,1690948800000,191.8507
1970-01-01 00:00:00.190690000,191.1312,191.57,191.17,192.37,754703,1691035200000,190.69
1970-01-01 00:00:00.181920000,184.279,185.52,181.99,187.38,1336765,1691121600000,181.92
1970-01-01 00:00:00.177350000,179.0119,182.13,178.85,183.13,1159281,1691380800000,177.35
1970-01-01 00:00:00.177580000,178.9854,179.69,179.8,180.27,709019,1691467200000,177.58
1970-01-01 00:00:00.177010000,178.4887,180.87,178.19,180.93,666112,1691553600000,177.01
1970-01-01 00:00:00.177600000,178.7951,179.48,177.97,180.75,652995,1691640000000,177.6
1970-01-01 00:00:00.176550000,177.8056,177.32,177.79,178.62,586481,1691726400000,176.55
1970-01-01 00:00:00.177305000,178.9475,177.97,179.46,179.69,564982,1691985600000,177.305
1970-01-01 00:00:00.177050000,177.9886,178.88,177.45,179.48,510071,1692072000000,177.05
1970-01-01 00:00:00.176500000,177.4133,177.13,176.57,178.54,526074,1692158400000,176.5
1970-01-01 00:00:00.173480000,174.5857,177.14,174.0,177.5054,673083,1692244800000,173.48
1970-01-01 00:00:00.171960000,173.8904,172.3,174.49,175.1,596474,1692331200000,171.96
1970-01-01 00:00:00.173735000,175.2221,175.07,175.84,176.13,559658,1692590400000,173.735
1970-01-01 00:00:00.176250000,177.0098,177.06,177.23,177.68,501508,1692676800000,176.25
1970-01-01 00:00:00.178325000,180.6482,178.52,181.12,181.55,587165,1692763200000,178.325
1970-01-01 00:00:00.176010000,177.7035,180.674,176.38,181.104,610377,1692849600000,176.01
1970-01-01 00:00:00.175820000,177.9075,177.38,178.61,179.15,554789,1692936000000,175.82
1970-01-01 00:00:00.178545000,179.6595,180.09,180.19,180.59,532485,1693195200000,178.545
1970-01-01 00:00:00.179500000,183.28,179.695,184.12,184.9,576465,1693281600000,179.5
1970-01-01 00:00:00.184740000,186.93,184.94,187.65,187.85,636448,1693368000000,184.74
1970-01-01 00:00:00.187480000,188.1489,187.84,187.87,189.12,554869,1693454400000,187.48
1970-01-01 00:00:00.188280000,189.0424,189.485,189.46,189.92,530273,1693540800000,188.28
1970-01-01 00:00:00.187610000,189.1084,188.28,189.7,189.98,602458,1693886400000,187.61
1970-01-01 00:00:00.181470000,183.786,188.4,182.91,188.85,880106,1693972800000,181.47
1970-01-01 00:00:00.173540000,176.7332,175.18,177.56,178.21,1210080,1694059200000,173.54
1970-01-01 00:00:00.177790000,179.0663,178.35,178.18,180.239,755389,1694145600000,177.79
1970-01-01 00:00:00.177340000,178.8465,180.07,179.36,180.3,722430,1694404800000,177.34
1970-01-01 00:00:00.174820000,176.7048,179.49,176.3,180.13,937419,1694491200000,174.82
1970-01-01 00:00:00.173980000,175.0352,176.51,174.21,177.3,835150,1694577600000,173.98
1970-01-01 00:00:00.173580000,175.3715,174.0,175.74,176.1,641017,1694664000000,173.58
1970-01-01 00:00:00.173820000,175.0843,176.48,175.01,176.495,729794,1694750400000,173.82
1970-01-01 00:00:00.176170000,177.8915,176.48,177.97,179.38,731278,1695009600000,176.17
1970-01-01 00:00:00.177130000,178.4293,177.52,179.07,179.63,524402,1695096000000,177.13
1970-01-01 00:00:00.175400000,176.9653,179.26,175.49,179.695,600225,1695182400000,175.4
1970-01-01 00:00:00.173860000,174.8619,174.55,173.93,176.3,631478,1695268800000,173.86
1970-01-01 00:00:00.174050000,175.4667,174.67,174.79,177.079,606168,1695355200000,174.05
1970-01-01 00:00:00.174150000,175.6665,174.2,176.08,176.97,564218,1695614400000,174.15
1970-01-01 00:00:00.171660000,172.7156,174.82,171.96,175.2,688340,1695700800000,171.66
1970-01-01 00:00:00.169050000,170.5335,172.62,170.43,173.04,707850,1695787200000,169.05
1970-01-01 00:00:00.167620000,170.297,169.34,170.69,172.03,618584,1695873600000,167.62
1970-01-01 00:00:00.170341000,171.5997,172.02,171.21,173.07,535134,1695960000000,170.341
1970-01-01 00:00:00.170930000,173.2879,171.22,173.75,174.3,617249,1696219200000,170.93
1970-01-01 00:00:00.170820000,172.1342,172.255,172.4,173.63,542569,1696305600000,170.82
1970-01-01 00:00:00.170970000,172.9437,171.09,173.66,174.21,560975,1696392000000,170.97
1970-01-01 00:00:00.172680000,174.2297,173.79,174.91,175.45,509175,1696478400000,172.68
1970-01-01 00:00:00.173180000,176.3366,173.8,177.49,177.99,593944,1696564800000,173.18
1970-01-01 00:00:00.175800000,177.8683,176.81,178.99,179.05,518256,1696824000000,175.8
1970-01-01 00:00:00.177950000,178.6901,178.1,178.39,179.72,524939,1696910400000,177.95
1970-01-01 00:00:00.177600000,178.9503,178.2,179.8,179.85,503477,1696996800000,177.6
1970-01-01 00:00:00.179040000,180.9482,180.07,180.71,182.34,616891,1697083200000,179.04
1970-01-01 00:00:00.178140000,179.4154,181.42,178.85,181.93,531441,1697169600000,178.14
1970-01-01 00:00:00.176510000,178.1478,176.75,178.72,179.075,632605,1697428800000,176.51
1970-01-01 00:00:00.174800000,176.8623,176.645,177.15,178.42,592323,1697515200000,174.8
1970-01-01 00:00:00.175110000,176.3501,175.58,175.84,177.575,540187,1697601600000,175.11
1970-01-01 00:00:00.175190000,176.215,176.04,175.46,177.84,560260,1697688000000,175.19
1970-01-01 00:00:00.172640000,173.7459,175.31,172.88,175.42,600318,1697774400000,172.64
1970-01-01 00:00:00.169930000,172.3829,170.91,173.0,174.01,639616,1698033600000,169.93
