timestamp,open,high,low,close,volume,vwap,transactions
2023-06-20 04:00:00,185.2709,184.41,185.01,186.1,577495,184.41,1970.0
2023-06-21 04:00:00,184.0809,184.9,183.96,185.41,520855,182.5901,1970.0
2023-06-22 04:00:00,186.1166,183.74,187.0,187.045,563076,183.67,1970.0
2023-06-23 04:00:00,186.4952,185.55,186.68,187.56,539704,185.01,1970.0
2023-06-26 04:00:00,186.3292,186.83,185.27,188.05,584497,185.23,1970.0
2023-06-27 04:00:00,187.4998,185.89,188.06,188.39,511866,185.67,1970.0
2023-06-28 04:00:00,188.8916,187.93,189.25,189.9,559145,187.6,1970.0
2023-06-29 04:00:00,189.5561,189.08,189.59,190.07,525367,188.94,1970.0
2023-06-30 04:00:00,193.102,191.63,193.97,194.48,774380,191.26,1970.0
2023-07-03 04:00:00,192.6624,193.78,192.46,193.88,500175,191.76,1970.0
2023-07-05 04:00:00,191.5803,191.565,191.33,192.98,560170,190.62,1970.0
2023-07-06 04:00:00,190.8214,189.84,191.81,192.02,562755,189.2,1970.0
2023-07-07 04:00:00,191.4218,191.41,190.68,192.67,538826,190.24,1970.0
2023-07-10 04:00:00,188.3628,189.26,188.61,189.99,736912,187.035,1970.0
2023-07-11 04:00:00,187.8219,189.16,188.08,189.3,577717,186.6,1970.0
2023-07-12 04:00:00,189.9586,189.68,189.77,191.7,652126,188.47,1970.0
2023-07-13 04:00:00,190.565,190.5,190.54,191.19,467952,189.78,1970.0
2023-07-14 04:00:00,190.4662,190.23,190.69,191.1799,513233,189.63,1970.0
2023-07-17 04:00:00,193.2997,191.9,193.99,194.32,602852,191.81,1970.0
2023-07-18 04:00:00,193.3846,193.35,193.73,194.33,544605,192.415,1970.0
2023-07-19 04:00:00,194.9188,193.1,195.1,198.23,776766,192.65,1970.0
2023-07-20 04:00:00,194.276,195.09,193.13,196.47,639817,192.495,1970.0
2023-07-21 04:00:00,192.5948,194.1,191.94,194.97,580360,191.23,1970.0
2023-07-24 04:00:00,193.2018,193.41,192.75,194.91,525853,192.25,1970.0
2023-07-25 04:00:00,193.804,193.33,193.62,194.44,445394,192.915,1970.0
2023-07-26 04:00:00,194.3737,193.67,194.5,195.64,502309,193.32,1970.0
2023-07-27 04:00:00,194.8773,196.02,193.22,197.2,570472,192.55,1970.0
2023-07-28 04:00:00,195.8075,194.67,195.83,196.626,519151,194.14,1970.0
2023-07-31 04:00:00,196.1507,196.06,196.45,196.49,530506,195.26,1970.0
2023-08-01 04:00:00,195.8486,196.235,195.605,196.73,477616,195.28,1970.0
2023-08-02 04:00:00,192.9395,195.04,192.58,195.18,620582,191.8507,1970.0
2023-08-03 04:00:00,191.1312,191.57,191.17,192.37,754703,190.69,1970.0
2023-08-04 04:00:00,184.279,185.52,181.99,187.38,1336765,181.92,1970.0
2023-08-07 04:00:00,179.0119,182.13,178.85,183.13,1159281,177.35,1970.0
2023-08-08 04:00:00,178.9854,179.69,179.8,180.27,709019,177.58,1970.0
2023-08-09 04:00:00,178.4887,180.87,178.19,180.93,666112,177.01,1970.0
2023-08-10 04:00:00,178.7951,179.48,177.97,180.75,652995,177.6,1970.0
2023-08-11 04:00:00,177.8056,177.32,177.79,178.62,586481,176.55,1970.0
2023-08-14 04:00:00,178.9475,177.97,179.46,179.69,564982,177.305,1970.0
2023-08-15 04:00:00,177.9886,178.88,177.45,179.48,510071,177.05,1970.0
2023-08-16 04:00:00,177.4133,177.13,176.57,178.54,526074,176.5,1970.0
2023-08-17 04:00:00,174.5857,177.14,174.0,177.5054,673083,173.48,1970.0
2023-08-18 04:00:00,173.8904,172.3,174.49,175.1,596474,171.96,1970.0
2023-08-21 04:00:00,175.2221,175.07,175.84,176.13,559658,173.735,1970.0
2023-08-22 04:00:00,177.0098,177.06,177.23,177.68,501508,176.25,1970.0
2023-08-23 04:00:00,180.6482,178.52,181.12,181.55,587165,178.325,1970.0
2023-08-24 04:00:00,177.7035,180.674,176.38,181.104,610377,176.01,1970.0
2023-08-25 04:00:00,177.9075,177.38,178.61,179.15,554789,175.82,1970.0
2023-08-28 04:00:00,179.6595,180.09,180.19,180.59,532485,178.545,1970.0
2023-08-29 04:00:00,183.28,179.695,184.12,184.9,576465,179.5,1970.0
2023-08-30 04:00:00,186.93,184.94,187.65,187.85,636448,184.74,1970.0
2023-08-31 04:00:00,188.1489,187.84,187.87,189.12,554869,187.48,1970.0
2023-09-01 04:00:00,189.0424,189.485,189.46,189.92,530273,188.28,1970.0
2023-09-05 04:00:00,189.1084,188.28,189.7,189.98,602458,187.61,1970.0
2023-09-06 04:00:00,183.786,188.4,182.91,188.85,880106,181.47,1970.0
2023-09-07 04:00:00,176.7332,175.18,177.56,178.21,1210080,173.54,1970.0
2023-09-08 04:00:00,179.0663,178.35,178.18,180.239,755389,177.79,1970.0
2023-09-11 04:00:00,178.8465,180.07,179.36,180.3,722430,177.34,1970.0
2023-09-12 04:00:00,176.7048,179.49,176.3,180.13,937419,174.82,1970.0
2023-09-13 04:00:00,175.0352,176.51,174.21,177.3,835150,173.98,1970.0
2023-09-14 04:00:00,175.3715,174.0,175.74,176.1,641017,173.58,1970.0
2023-09-15 04:00:00,175.0843,176.48,175.01,176.495,729794,173.82,1970.0
2023-09-18 04:00:00,177.8915,176.48,177.97,179.38,731278,176.17,1970.0
2023-09-19 04:00:00,178.4293,177.52,179.07,179.63,524402,177.13,1970.0
2023-09-20 04:00:00,176.9653,179.26,175.49,179.695,600225,175.4,1970.0
2023-09-21 04:00:00,174.8619,174.55,173.93,176.3,631478,173.86,1970.0
2023-09-22 04:00:00,175.4667,174.67,174.79,177.079,606168,174.05,1970.0
2023-09-25 04:00:00,175.6665,174.2,176.08,176.97,564218,174.15,1970.0
2023-09-26 04:00:00,172.7156,174.82,171.96,175.2,688340,171.66,1970.0
2023-09-27 04:00:00,170.5335,172.62,170.43,173.04,707850,169.05,1970.0
2023-09-28 04:00:00,170.297,169.34,170.69,172.03,618584,167.62,1970.0
2023-09-29 04:00:00,171.5997,172.02,171.21,173.07,535134,170.341,1970.0
2023-10-02 04:00:00,173.2879,171.22,173.75,174.3,617249,170.93,1970.0
2023-10-03 04:00:00,172.1342,172.255,172.4,173.63,542569,170.82,1970.0
2023-10-04 04:00:00,172.9437,171.09,173.66,174.21,560975,170.97,1970.0
2023-10-05 04:00:00,174.2297,173.79,174.91,175.45,509175,172.68,1970.0
2023-10-06 04:00:00,176.3366,173.8,177.49,177.99,593944,173.18,1970.0
2023-10-09 04:00:00,177.8683,176.81,178.99,179.05,518256,175.8,1970.0
2023-10-10 04:00:00,178.6901,178.1,178.39,179.72,524939,177.95,1970.0
2023-10-11 04:00:00,178.9503,178.2,179.8,179.85,503477,177.6,1970.0
2023-10-12 04:00:00,180.9482,180.07,180.71,182.34,616891,179.04,1970.0
2023-10-13 04:00:00,179.4154,181.42,178.85,181.93,531441,178.14,1970.0
2023-10-16 04:00:00,178.1478,176.75,178.72,179.075,632605,176.51,1970.0
2023-10-17 04:00:00,176.8623,176.645,177.15,178.42,592323,174.8,1970.0
2023-10-18 04:00:00,176.3501,175.58,175.84,177.575,540187,175.11,1970.0
